state,response,coverage,education,effective_to_date,employment_status,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,Month,Day
Oregon,No,Basic,Bachelor,2011-01-04,Employed,F,Rural,Married,Corporate Auto,L1,3,Agent,Four-Door Car,Medsize,January,Tuesday
Oregon,No,Basic,College,2011-01-06,Employed,F,Urban,Married,Personal Auto,L3,2,Branch,Four-Door Car,Medsize,January,Thursday
Nevada,No,Basic,High School or Below,2011-02-05,Employed,M,Suburban,Married,Personal Auto,L3,1,Branch,Four-Door Car,Small,February,Saturday
Arizona,No,Extended,Bachelor,2011-02-20,Employed,F,Rural,Married,Personal Auto,L3,2,Call Center,Four-Door Car,Medsize,February,Sunday
California,No,Extended,Bachelor,2011-02-21,Employed,F,Suburban,Married,Personal Auto,L3,2,Agent,Two-Door Car,Small,February,Monday
Arizona,No,Basic,Master or above,2011-02-10,Employed,F,Rural,Divorced,Personal Auto,L3,2,Web,Four-Door Car,Medsize,February,Thursday
Washington,Yes,Premium,High School or Below,2011-02-19,Employed,F,Rural,Married,Personal Auto,L3,2,Web,Four-Door Car,Medsize,February,Saturday
California,Yes,Basic,High School or Below,2011-02-12,Medical Leave,F,Suburban,Divorced,Personal Auto,L3,1,Agent,Four-Door Car,Medsize,February,Saturday
Arizona,No,Extended,High School or Below,2011-01-11,Employed,F,Rural,Married,Personal Auto,L1,2,Web,Four-Door Car,Medsize,January,Tuesday
Nevada,No,Premium,College,2011-01-19,Disabled,M,Suburban,Divorced,Personal Auto,L3,2,Call Center,Four-Door Car,Medsize,January,Wednesday
Oregon,No,Extended,High School or Below,2011-01-31,Employed,F,Urban,Married,Personal Auto,L1,4,Web,Four-Door Car,Medsize,January,Monday
Arizona,No,Extended,Bachelor,2011-01-23,Employed,F,Urban,Married,Personal Auto,L3,4,Web,Sports Car,Medsize,January,Sunday
Oregon,No,Basic,Bachelor,2011-02-13,Employed,F,Urban,Married,Corporate Auto,L3,3,Agent,SUV,Medsize,February,Sunday
California,No,Premium,Master or above,2011-02-11,Employed,M,Suburban,Divorced,Personal Auto,L2,2,Branch,Four-Door Car,Medsize,February,Friday
Oregon,No,Basic,College,2011-01-25,Employed,F,Urban,Married,Corporate Auto,L2,1,Agent,Four-Door Car,Medsize,January,Tuesday
California,No,Extended,Bachelor,2011-02-24,Employed,F,Suburban,Single,Personal Auto,L3,2,Agent,Sports Car,Large,February,Thursday
California,No,Basic,College,2011-01-06,Employed,F,Suburban,Married,Special Auto,L2,3,Call Center,Sports Car,Small,January,Thursday
California,No,Basic,Bachelor,2011-01-27,Medical Leave,M,Urban,Divorced,Corporate Auto,L1,1,Branch,SUV,Large,January,Thursday
California,No,Extended,College,2011-02-18,Employed,F,Rural,Married,Personal Auto,L1,2,Agent,Four-Door Car,Medsize,February,Friday
Oregon,No,Basic,College,2011-01-07,Unemployed,F,Suburban,Married,Personal Auto,L3,1,Call Center,Luxury Car/SUV,Medsize,January,Friday
California,No,Basic,Bachelor,2011-01-07,Employed,F,Suburban,Married,Corporate Auto,L3,1,Agent,Four-Door Car,Medsize,January,Friday
Oregon,No,Extended,Master or above,2011-02-20,Employed,M,Suburban,Married,Personal Auto,L2,2,Branch,Four-Door Car,Medsize,February,Sunday
Arizona,No,Basic,College,2011-02-15,Employed,M,Suburban,Married,Corporate Auto,L3,1,Agent,Four-Door Car,Medsize,February,Tuesday
Arizona,No,Basic,College,2011-02-03,Unemployed,F,Suburban,Divorced,Personal Auto,L1,3,Agent,Four-Door Car,Medsize,February,Thursday
Oregon,No,Premium,High School or Below,2011-01-10,Employed,M,Rural,Married,Corporate Auto,L3,4,Agent,Two-Door Car,Medsize,January,Monday
Washington,No,Extended,Master or above,2011-01-08,Employed,F,Urban,Divorced,Corporate Auto,L2,2,Call Center,Sports Car,Medsize,January,Saturday
Washington,No,Basic,Bachelor,2011-02-14,Employed,M,Urban,Married,Personal Auto,L2,3,Call Center,Four-Door Car,Medsize,February,Monday
Oregon,Yes,Premium,College,2011-02-16,Employed,M,Suburban,Married,Personal Auto,L3,2,Branch,Four-Door Car,Medsize,February,Wednesday
Nevada,No,Basic,High School or Below,2011-02-10,Employed,F,Urban,Single,Special Auto,L3,4,Call Center,Four-Door Car,Medsize,February,Thursday
Oregon,No,Extended,High School or Below,2011-02-26,Unemployed,F,Suburban,Married,Personal Auto,L2,4,Branch,Two-Door Car,Small,February,Saturday
Oregon,Yes,Extended,High School or Below,2011-01-05,Employed,F,Suburban,Married,Personal Auto,L1,3,Agent,Four-Door Car,Small,January,Wednesday
Arizona,No,Extended,High School or Below,2011-01-14,Medical Leave,M,Suburban,Married,Corporate Auto,L1,2,Agent,Four-Door Car,Large,January,Friday
Arizona,No,Basic,College,2011-01-17,Unemployed,F,Suburban,Single,Personal Auto,L3,1,Branch,Four-Door Car,Medsize,January,Monday
California,No,Extended,Master or above,2011-01-17,Employed,F,Urban,Married,Personal Auto,L1,2,Branch,Two-Door Car,Medsize,January,Monday
Arizona,No,Basic,Bachelor,2011-01-27,Unemployed,M,Suburban,Single,Corporate Auto,L2,1,Branch,Four-Door Car,Small,January,Thursday
Washington,No,Extended,College,2011-01-14,Employed,F,Suburban,Married,Personal Auto,L2,2,Web,Two-Door Car,Medsize,January,Friday
Nevada,No,Basic,High School or Below,2011-01-14,Unemployed,M,Suburban,Single,Corporate Auto,L1,1,Call Center,Sports Car,Medsize,January,Friday
Washington,No,Premium,High School or Below,2011-02-05,Employed,F,Suburban,Married,Personal Auto,L3,3,Call Center,Four-Door Car,Small,February,Saturday
California,Yes,Basic,Master or above,2011-01-13,Employed,M,Suburban,Married,Personal Auto,L3,1,Branch,Four-Door Car,Small,January,Thursday
Arizona,No,Basic,High School or Below,2011-01-20,Employed,F,Urban,Single,Corporate Auto,L3,4,Agent,Four-Door Car,Medsize,January,Thursday
California,No,Extended,High School or Below,2011-01-23,Unemployed,F,Suburban,Single,Personal Auto,L2,1,Branch,Four-Door Car,Small,January,Sunday
Oregon,No,Basic,College,2011-02-03,Employed,F,Rural,Married,Personal Auto,L1,1,Agent,Four-Door Car,Medsize,February,Thursday
California,No,Basic,College,2011-01-08,Employed,M,Suburban,Married,Corporate Auto,L1,2,Branch,SUV,Small,January,Saturday
Nevada,No,Extended,High School or Below,2011-02-19,Employed,M,Suburban,Married,Personal Auto,L3,3,Agent,Two-Door Car,Medsize,February,Saturday
California,No,Extended,High School or Below,2011-02-23,Employed,F,Suburban,Single,Personal Auto,L2,3,Call Center,Luxury Car/SUV,Small,February,Wednesday
Nevada,No,Basic,College,2011-02-27,Employed,M,Urban,Single,Corporate Auto,L2,1,Branch,Two-Door Car,Medsize,February,Sunday
Washington,No,Extended,College,2011-02-10,Unemployed,M,Suburban,Single,Personal Auto,L2,2,Call Center,Four-Door Car,Medsize,February,Thursday
Washington,Yes,Basic,College,2011-02-22,Unemployed,F,Suburban,Divorced,Corporate Auto,L3,1,Branch,Four-Door Car,Small,February,Tuesday
Oregon,Yes,Premium,Master or above,2011-02-13,Disabled,F,Suburban,Divorced,Personal Auto,L3,1,Web,SUV,Medsize,February,Sunday
Oregon,No,Basic,College,2011-01-17,Unemployed,M,Suburban,Single,Personal Auto,L3,1,Call Center,Two-Door Car,Medsize,January,Monday
Oregon,No,Basic,High School or Below,2011-01-03,Unemployed,F,Suburban,Single,Corporate Auto,L1,2,Branch,Two-Door Car,Medsize,January,Monday
Oregon,Yes,Extended,Bachelor,2011-02-14,Retired,M,Suburban,Married,Corporate Auto,L3,2,Agent,Two-Door Car,Medsize,February,Monday
Arizona,No,Premium,Bachelor,2011-02-17,Disabled,F,Suburban,Married,Corporate Auto,L3,1,Call Center,SUV,Medsize,February,Thursday
Washington,No,Basic,Master or above,2011-01-15,Employed,F,Suburban,Single,Personal Auto,L3,2,Agent,Two-Door Car,Medsize,January,Saturday
Oregon,No,Basic,College,2011-01-27,Employed,F,Urban,Married,Personal Auto,L3,1,Branch,Sports Car,Medsize,January,Thursday
Oregon,No,Premium,Bachelor,2011-02-28,Employed,M,Rural,Divorced,Personal Auto,L3,1,Web,Four-Door Car,Medsize,February,Monday
Oregon,No,Extended,Bachelor,2011-02-06,Employed,M,Rural,Married,Personal Auto,L3,1,Agent,Four-Door Car,Medsize,February,Sunday
California,No,Extended,High School or Below,2011-01-13,Employed,M,Suburban,Married,Personal Auto,L3,4,Branch,Two-Door Car,Medsize,January,Thursday
Nevada,No,Premium,High School or Below,2011-02-08,Unemployed,F,Suburban,Single,Personal Auto,L2,2,Call Center,Four-Door Car,Medsize,February,Tuesday
Washington,No,Premium,College,2011-02-28,Employed,M,Suburban,Married,Corporate Auto,L2,1,Agent,Four-Door Car,Medsize,February,Monday
California,No,Extended,High School or Below,2011-01-27,Unemployed,F,Suburban,Single,Personal Auto,L1,1,Call Center,SUV,Medsize,January,Thursday
Arizona,Yes,Basic,Bachelor,2011-02-17,Employed,F,Urban,Divorced,Personal Auto,L2,2,Web,Two-Door Car,Medsize,February,Thursday
Nevada,Yes,Basic,Master or above,2011-01-03,Employed,F,Rural,Married,Corporate Auto,L3,2,Web,Four-Door Car,Large,January,Monday
California,No,Extended,High School or Below,2011-02-06,Employed,F,Urban,Married,Personal Auto,L3,1,Agent,Two-Door Car,Medsize,February,Sunday
Nevada,No,Extended,College,2011-02-02,Employed,M,Suburban,Single,Personal Auto,L3,2,Agent,Four-Door Car,Small,February,Wednesday
Oregon,Yes,Basic,Bachelor,2011-01-12,Disabled,F,Suburban,Married,Personal Auto,L3,2,Call Center,Four-Door Car,Medsize,January,Wednesday
Arizona,Yes,Basic,College,2011-01-11,Unemployed,F,Suburban,Married,Corporate Auto,L3,1,Agent,SUV,Medsize,January,Tuesday
Nevada,No,Basic,High School or Below,2011-02-03,Employed,M,Suburban,Divorced,Personal Auto,L3,3,Web,Four-Door Car,Medsize,February,Thursday
Nevada,Yes,Basic,College,2011-02-12,Employed,M,Suburban,Married,Personal Auto,L3,1,Agent,SUV,Medsize,February,Saturday
Oregon,No,Basic,High School or Below,2011-01-07,Employed,F,Rural,Married,Corporate Auto,L3,4,Agent,Four-Door Car,Medsize,January,Friday
Oregon,No,Basic,High School or Below,2011-01-22,Disabled,F,Suburban,Married,Personal Auto,L2,2,Branch,Four-Door Car,Medsize,January,Saturday
California,Yes,Basic,College,2011-01-10,Retired,M,Suburban,Single,Personal Auto,L3,1,Agent,Two-Door Car,Medsize,January,Monday
California,No,Basic,Master or above,2011-02-20,Unemployed,M,Suburban,Married,Personal Auto,L3,1,Agent,Sports Car,Large,February,Sunday
California,No,Basic,College,2011-01-28,Employed,F,Rural,Married,Corporate Auto,L1,1,Web,Four-Door Car,Medsize,January,Friday
Oregon,Yes,Basic,Bachelor,2011-02-06,Employed,M,Suburban,Single,Personal Auto,L3,2,Call Center,Four-Door Car,Small,February,Sunday
California,No,Extended,High School or Below,2011-01-28,Unemployed,M,Suburban,Single,Personal Auto,L3,1,Agent,Two-Door Car,Large,January,Friday
Oregon,No,Extended,Bachelor,2011-02-05,Unemployed,F,Suburban,Single,Personal Auto,L2,1,Branch,Four-Door Car,Medsize,February,Saturday
Arizona,No,Premium,College,2011-02-16,Medical Leave,M,Suburban,Divorced,Personal Auto,L3,1,Call Center,SUV,Large,February,Wednesday
Oregon,No,Basic,College,2011-01-31,Unemployed,M,Suburban,Single,Personal Auto,L1,1,Branch,Sports Car,Small,January,Monday
Arizona,Yes,Basic,Bachelor,2011-02-06,Employed,M,Suburban,Single,Personal Auto,L1,2,Call Center,Four-Door Car,Small,February,Sunday
Arizona,No,Extended,College,2011-01-13,Employed,F,Suburban,Married,Personal Auto,L2,3,Branch,Two-Door Car,Medsize,January,Thursday
Nevada,No,Extended,High School or Below,2011-02-08,Employed,F,Urban,Single,Corporate Auto,L3,2,Agent,Four-Door Car,Small,February,Tuesday
California,No,Basic,College,2011-01-08,Employed,F,Urban,Married,Personal Auto,L2,2,Agent,Two-Door Car,Medsize,January,Saturday
Oregon,No,Basic,Master or above,2011-02-20,Disabled,M,Rural,Married,Personal Auto,L1,1,Call Center,SUV,Medsize,February,Sunday
California,No,Extended,Master or above,2011-01-22,Employed,F,Urban,Married,Corporate Auto,L2,1,Agent,SUV,Medsize,January,Saturday
Washington,No,Basic,High School or Below,2011-02-13,Unemployed,F,Suburban,Single,Personal Auto,L2,1,Web,Four-Door Car,Large,February,Sunday
California,Yes,Basic,High School or Below,2011-01-29,Retired,F,Suburban,Divorced,Corporate Auto,L3,1,Branch,Four-Door Car,Medsize,January,Saturday
Washington,No,Basic,College,2011-01-31,Employed,F,Urban,Single,Personal Auto,L3,3,Branch,SUV,Medsize,January,Monday
Oregon,No,Basic,College,2011-02-13,Employed,M,Suburban,Married,Corporate Auto,L3,1,Agent,Two-Door Car,Small,February,Sunday
Arizona,No,Basic,High School or Below,2011-01-12,Employed,M,Rural,Married,Personal Auto,L3,4,Call Center,Four-Door Car,Medsize,January,Wednesday
California,No,Premium,Bachelor,2011-02-13,Unemployed,M,Suburban,Single,Personal Auto,L2,1,Branch,Four-Door Car,Medsize,February,Sunday
California,No,Extended,High School or Below,2011-02-15,Employed,F,Suburban,Married,Corporate Auto,L3,3,Agent,Four-Door Car,Medsize,February,Tuesday
Oregon,Yes,Basic,High School or Below,2011-02-21,Unemployed,M,Suburban,Married,Personal Auto,L3,2,Call Center,Two-Door Car,Medsize,February,Monday
Washington,No,Basic,College,2011-02-12,Unemployed,F,Suburban,Single,Corporate Auto,L1,1,Branch,Four-Door Car,Large,February,Saturday
Arizona,No,Extended,College,2011-01-27,Employed,F,Suburban,Married,Corporate Auto,L1,3,Agent,SUV,Medsize,January,Thursday
California,No,Basic,Bachelor,2011-01-21,Medical Leave,F,Suburban,Married,Corporate Auto,L3,3,Agent,Two-Door Car,Medsize,January,Friday
California,No,Basic,Bachelor,2011-02-20,Employed,F,Suburban,Divorced,Personal Auto,L3,4,Web,Two-Door Car,Large,February,Sunday
California,Yes,Extended,College,2011-02-01,Retired,F,Suburban,Single,Corporate Auto,L1,1,Branch,Four-Door Car,Small,February,Tuesday
Nevada,No,Basic,College,2011-02-09,Disabled,F,Suburban,Married,Personal Auto,L3,1,Agent,Two-Door Car,Small,February,Wednesday
Oregon,No,Basic,Bachelor,2011-02-26,Employed,M,Suburban,Divorced,Corporate Auto,L2,1,Call Center,Luxury Car/SUV,Small,February,Saturday
Nevada,No,Premium,College,2011-02-21,Unemployed,F,Urban,Married,Personal Auto,L2,4,Agent,Two-Door Car,Medsize,February,Monday
Oregon,No,Basic,Master or above,2011-02-17,Employed,M,Urban,Married,Personal Auto,L2,2,Agent,SUV,Medsize,February,Thursday
Oregon,No,Premium,Bachelor,2011-01-18,Employed,F,Rural,Married,Personal Auto,L3,2,Agent,SUV,Small,January,Tuesday
Washington,No,Extended,Bachelor,2011-02-22,Unemployed,F,Suburban,Single,Corporate Auto,L3,3,Agent,Four-Door Car,Medsize,February,Tuesday
Oregon,No,Basic,High School or Below,2011-01-17,Medical Leave,F,Suburban,Married,Personal Auto,L3,1,Web,Four-Door Car,Small,January,Monday
Nevada,No,Basic,Master or above,2011-01-06,Employed,F,Rural,Married,Personal Auto,L3,4,Call Center,Four-Door Car,Medsize,January,Thursday
Nevada,No,Basic,Bachelor,2011-02-22,Employed,M,Suburban,Married,Personal Auto,L3,2,Branch,Two-Door Car,Medsize,February,Tuesday
Oregon,No,Basic,College,2011-01-25,Employed,F,Suburban,Married,Personal Auto,L3,3,Call Center,SUV,Medsize,January,Tuesday
Arizona,No,Premium,Bachelor,2011-02-14,Disabled,F,Suburban,Married,Personal Auto,L1,4,Call Center,Four-Door Car,Medsize,February,Monday
California,No,Extended,College,2011-01-31,Employed,F,Urban,Married,Personal Auto,L3,1,Agent,SUV,Medsize,January,Monday
Oregon,No,Basic,College,2011-01-10,Employed,M,Urban,Single,Personal Auto,L3,2,Branch,Four-Door Car,Medsize,January,Monday
California,No,Basic,Bachelor,2011-01-02,Employed,F,Urban,Single,Personal Auto,L2,1,Web,Four-Door Car,Medsize,January,Sunday
California,No,Basic,High School or Below,2011-02-12,Employed,M,Suburban,Married,Personal Auto,L3,3,Branch,Luxury Car/SUV,Medsize,February,Saturday
Oregon,No,Basic,High School or Below,2011-02-23,Medical Leave,F,Suburban,Divorced,Personal Auto,L1,2,Call Center,Four-Door Car,Medsize,February,Wednesday
Nevada,No,Basic,High School or Below,2011-02-02,Employed,M,Urban,Married,Personal Auto,L3,2,Web,Four-Door Car,Medsize,February,Wednesday
Oregon,No,Basic,Bachelor,2011-02-22,Unemployed,F,Suburban,Married,Personal Auto,L3,1,Call Center,Sports Car,Medsize,February,Tuesday
Oregon,No,Basic,Bachelor,2011-01-05,Employed,F,Rural,Married,Personal Auto,L3,4,Call Center,Four-Door Car,Large,January,Wednesday
Nevada,No,Basic,Master or above,2011-01-03,Employed,F,Rural,Married,Personal Auto,L3,1,Agent,Four-Door Car,Medsize,January,Monday
California,No,Extended,College,2011-02-22,Employed,F,Rural,Divorced,Personal Auto,L3,1,Branch,Four-Door Car,Medsize,February,Tuesday
California,No,Basic,Bachelor,2011-01-14,Employed,F,Rural,Divorced,Personal Auto,L3,1,Agent,SUV,Medsize,January,Friday
Oregon,No,Basic,College,2011-02-21,Employed,M,Suburban,Married,Corporate Auto,L3,2,Branch,SUV,Medsize,February,Monday
Arizona,Yes,Basic,Master or above,2011-01-31,Employed,M,Rural,Divorced,Personal Auto,L3,2,Branch,Four-Door Car,Small,January,Monday
Arizona,No,Basic,Master or above,2011-02-20,Medical Leave,M,Urban,Married,Personal Auto,L3,3,Agent,Four-Door Car,Large,February,Sunday
Oregon,Yes,Basic,College,2011-02-05,Employed,M,Urban,Married,Corporate Auto,L3,1,Agent,SUV,Medsize,February,Saturday
Arizona,No,Extended,High School or Below,2011-01-17,Unemployed,M,Suburban,Single,Personal Auto,L3,1,Web,Four-Door Car,Medsize,January,Monday
California,Yes,Basic,High School or Below,2011-01-15,Employed,M,Rural,Married,Special Auto,L3,2,Agent,Two-Door Car,Medsize,January,Saturday
Oregon,No,Basic,Master or above,2011-01-21,Employed,F,Urban,Married,Personal Auto,L3,2,Call Center,Two-Door Car,Medsize,January,Friday
Arizona,No,Basic,Bachelor,2011-02-06,Unemployed,F,Suburban,Married,Personal Auto,L3,3,Call Center,Four-Door Car,Medsize,February,Sunday
Oregon,No,Basic,Bachelor,2011-01-12,Disabled,F,Suburban,Married,Personal Auto,L3,1,Agent,Two-Door Car,Medsize,January,Wednesday
California,Yes,Basic,High School or Below,2011-01-02,Employed,M,Suburban,Married,Personal Auto,L2,2,Call Center,Four-Door Car,Small,January,Sunday
California,No,Extended,College,2011-01-29,Employed,F,Urban,Married,Personal Auto,L3,1,Call Center,Four-Door Car,Medsize,January,Saturday
Oregon,No,Basic,College,2011-02-10,Employed,F,Urban,Married,Special Auto,L2,3,Agent,Four-Door Car,Medsize,February,Thursday
Washington,No,Premium,Master or above,2011-02-01,Employed,F,Urban,Married,Corporate Auto,L1,3,Agent,SUV,Medsize,February,Tuesday
California,No,Premium,College,2011-02-02,Medical Leave,F,Suburban,Married,Personal Auto,L2,1,Agent,Four-Door Car,Small,February,Wednesday
Oregon,No,Premium,Bachelor,2011-01-17,Medical Leave,F,Suburban,Married,Personal Auto,L2,1,Branch,Four-Door Car,Medsize,January,Monday
California,No,Basic,Master or above,2011-02-03,Unemployed,M,Suburban,Married,Personal Auto,L1,2,Agent,Two-Door Car,Medsize,February,Thursday
Nevada,Yes,Basic,Bachelor,2011-01-10,Unemployed,F,Suburban,Married,Personal Auto,L3,2,Call Center,Four-Door Car,Large,January,Monday
California,No,Basic,Bachelor,2011-01-03,Unemployed,F,Suburban,Single,Personal Auto,L3,1,Branch,Two-Door Car,Medsize,January,Monday
Nevada,Yes,Basic,College,2011-01-20,Retired,M,Suburban,Married,Personal Auto,L3,2,Agent,Sports Car,Medsize,January,Thursday
Oregon,No,Basic,College,2011-02-27,Employed,M,Suburban,Married,Corporate Auto,L3,3,Web,Four-Door Car,Medsize,February,Sunday
Arizona,No,Extended,College,2011-01-26,Unemployed,M,Suburban,Married,Personal Auto,L1,2,Agent,SUV,Large,January,Wednesday
Nevada,No,Basic,Master or above,2011-02-02,Employed,F,Rural,Married,Personal Auto,L1,2,Branch,Two-Door Car,Large,February,Wednesday
Arizona,Yes,Extended,High School or Below,2011-01-12,Employed,M,Suburban,Single,Personal Auto,L3,1,Agent,Four-Door Car,Medsize,January,Wednesday
Arizona,No,Basic,College,2011-02-02,Employed,F,Suburban,Married,Personal Auto,L3,4,Branch,Four-Door Car,Small,February,Wednesday
Oregon,No,Extended,Bachelor,2011-01-17,Medical Leave,M,Suburban,Married,Personal Auto,L1,1,Call Center,Luxury Car/SUV,Medsize,January,Monday
Washington,No,Basic,College,2011-02-28,Employed,M,Rural,Married,Personal Auto,L3,1,Agent,Two-Door Car,Medsize,February,Monday
Nevada,No,Premium,College,2011-01-27,Employed,M,Rural,Married,Personal Auto,L2,1,Web,Four-Door Car,Medsize,January,Thursday
California,No,Extended,Bachelor,2011-02-19,Employed,M,Suburban,Single,Personal Auto,L3,1,Branch,Four-Door Car,Medsize,February,Saturday
Nevada,No,Basic,Bachelor,2011-02-21,Employed,F,Suburban,Married,Personal Auto,L2,4,Agent,Sports Car,Large,February,Monday
California,No,Basic,Master or above,2011-01-22,Employed,M,Suburban,Single,Special Auto,L1,2,Call Center,Two-Door Car,Medsize,January,Saturday
Oregon,No,Extended,High School or Below,2011-01-14,Unemployed,F,Suburban,Single,Corporate Auto,L3,1,Agent,Two-Door Car,Medsize,January,Friday
Nevada,No,Basic,Bachelor,2011-01-23,Unemployed,M,Rural,Married,Personal Auto,L3,4,Web,Two-Door Car,Medsize,January,Sunday
Oregon,No,Premium,Master or above,2011-01-06,Employed,F,Urban,Divorced,Personal Auto,L2,1,Agent,Four-Door Car,Medsize,January,Thursday
Arizona,No,Extended,Master or above,2011-02-09,Unemployed,M,Suburban,Married,Corporate Auto,L2,2,Call Center,Two-Door Car,Large,February,Wednesday
California,No,Basic,High School or Below,2011-01-04,Employed,F,Rural,Married,Corporate Auto,L3,1,Agent,Four-Door Car,Medsize,January,Tuesday
Oregon,No,Basic,College,2011-01-28,Unemployed,M,Suburban,Divorced,Personal Auto,L3,2,Agent,Sports Car,Medsize,January,Friday
Arizona,No,Extended,High School or Below,2011-01-05,Unemployed,M,Suburban,Married,Corporate Auto,L2,1,Agent,Four-Door Car,Medsize,January,Wednesday
California,No,Basic,Bachelor,2011-02-07,Employed,M,Suburban,Married,Corporate Auto,L3,2,Web,Sports Car,Medsize,February,Monday
Oregon,Yes,Extended,Bachelor,2011-02-14,Retired,M,Suburban,Married,Personal Auto,L2,2,Agent,Two-Door Car,Medsize,February,Monday
Washington,No,Basic,Bachelor,2011-01-10,Unemployed,F,Suburban,Single,Personal Auto,L3,2,Agent,Four-Door Car,Medsize,January,Monday
Washington,No,Basic,High School or Below,2011-01-15,Employed,F,Rural,Married,Personal Auto,L3,3,Branch,Two-Door Car,Medsize,January,Saturday
Oregon,No,Premium,Bachelor,2011-01-16,Employed,M,Suburban,Married,Personal Auto,L3,1,Agent,SUV,Small,January,Sunday
Oregon,Yes,Basic,College,2011-01-11,Employed,M,Suburban,Married,Personal Auto,L3,2,Call Center,SUV,Medsize,January,Tuesday
Arizona,No,Basic,High School or Below,2011-02-24,Employed,F,Rural,Single,Personal Auto,L2,1,Branch,SUV,Medsize,February,Thursday
Arizona,Yes,Extended,College,2011-01-09,Employed,F,Suburban,Married,Personal Auto,L1,2,Agent,Four-Door Car,Medsize,January,Sunday
California,No,Extended,High School or Below,2011-01-28,Employed,M,Suburban,Married,Personal Auto,L3,1,Agent,SUV,Medsize,January,Friday
Arizona,No,Basic,High School or Below,2011-01-13,Unemployed,M,Suburban,Single,Personal Auto,L3,2,Branch,SUV,Medsize,January,Thursday
Washington,No,Extended,Bachelor,2011-01-04,Employed,F,Urban,Married,Corporate Auto,L3,1,Branch,Four-Door Car,Medsize,January,Tuesday
Oregon,No,Basic,High School or Below,2011-02-26,Employed,M,Suburban,Married,Personal Auto,L2,2,Web,SUV,Medsize,February,Saturday
Oregon,No,Basic,High School or Below,2011-01-22,Employed,M,Suburban,Married,Corporate Auto,L3,1,Agent,Four-Door Car,Small,January,Saturday
Arizona,No,Basic,High School or Below,2011-01-02,Unemployed,M,Suburban,Single,Personal Auto,L3,3,Agent,Four-Door Car,Medsize,January,Sunday
Washington,Yes,Basic,High School or Below,2011-01-02,Unemployed,F,Suburban,Divorced,Personal Auto,L3,1,Web,Sports Car,Medsize,January,Sunday
Washington,No,Extended,Bachelor,2011-01-07,Unemployed,M,Urban,Single,Personal Auto,L3,1,Branch,Four-Door Car,Medsize,January,Friday
Washington,Yes,Basic,Bachelor,2011-01-21,Employed,F,Rural,Single,Personal Auto,L3,2,Web,Four-Door Car,Medsize,January,Friday
Arizona,No,Extended,High School or Below,2011-01-03,Employed,M,Rural,Divorced,Personal Auto,L3,1,Call Center,Four-Door Car,Medsize,January,Monday
California,No,Premium,High School or Below,2011-01-16,Employed,F,Suburban,Married,Personal Auto,L3,1,Branch,Four-Door Car,Medsize,January,Sunday
Arizona,No,Extended,Bachelor,2011-01-19,Employed,F,Urban,Married,Corporate Auto,L2,3,Call Center,SUV,Medsize,January,Wednesday
Oregon,No,Extended,High School or Below,2011-02-17,Medical Leave,M,Suburban,Married,Personal Auto,L2,1,Agent,Four-Door Car,Medsize,February,Thursday
California,No,Premium,Bachelor,2011-01-31,Employed,M,Urban,Divorced,Personal Auto,L2,3,Call Center,Four-Door Car,Medsize,January,Monday
Oregon,No,Extended,Master or above,2011-01-05,Employed,M,Suburban,Single,Personal Auto,L1,4,Branch,SUV,Medsize,January,Wednesday
California,No,Extended,Bachelor,2011-02-10,Employed,M,Rural,Married,Corporate Auto,L3,1,Agent,Four-Door Car,Medsize,February,Thursday
California,No,Extended,Master or above,2011-01-21,Employed,M,Suburban,Divorced,Personal Auto,L3,1,Web,Four-Door Car,Medsize,January,Friday
Nevada,No,Extended,College,2011-01-24,Employed,F,Urban,Divorced,Personal Auto,L2,2,Agent,Four-Door Car,Small,January,Monday
California,Yes,Extended,College,2011-01-06,Employed,F,Urban,Married,Personal Auto,L3,2,Branch,Four-Door Car,Medsize,January,Thursday
California,No,Extended,College,2011-01-18,Unemployed,F,Suburban,Married,Personal Auto,L3,1,Branch,Sports Car,Medsize,January,Tuesday
Oregon,No,Extended,Bachelor,2011-01-29,Employed,M,Suburban,Married,Personal Auto,L3,4,Call Center,Two-Door Car,Medsize,January,Saturday
Washington,No,Basic,High School or Below,2011-02-11,Unemployed,F,Suburban,Single,Personal Auto,L1,2,Call Center,Four-Door Car,Small,February,Friday
California,Yes,Basic,Bachelor,2011-02-09,Medical Leave,M,Suburban,Single,Personal Auto,L2,1,Agent,Four-Door Car,Medsize,February,Wednesday
California,No,Basic,High School or Below,2011-01-01,Unemployed,M,Suburban,Single,Corporate Auto,L3,3,Branch,Four-Door Car,Medsize,January,Saturday
California,No,Basic,High School or Below,2011-01-17,Employed,F,Suburban,Married,Personal Auto,L3,4,Branch,SUV,Medsize,January,Monday
Arizona,No,Basic,College,2011-01-21,Employed,M,Suburban,Married,Personal Auto,L1,3,Agent,Two-Door Car,Medsize,January,Friday
Arizona,No,Extended,Bachelor,2011-01-15,Employed,F,Urban,Married,Special Auto,L2,3,Branch,Four-Door Car,Medsize,January,Saturday
Arizona,No,Premium,College,2011-02-09,Medical Leave,F,Suburban,Married,Personal Auto,L1,1,Call Center,Four-Door Car,Medsize,February,Wednesday
California,No,Extended,College,2011-01-08,Medical Leave,F,Urban,Married,Personal Auto,L3,3,Branch,Four-Door Car,Medsize,January,Saturday
